연번,전통시장명,상호명,운영시간,업종구분,도로명주소,지번주소,전화번호,위도,경도,데이터기준
1,주문진건어물시장,소라네건어물,07:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1707,강원도 강릉시 주문진읍 교항리 167-34,033-662-6291,37.887538999999904,128.828628,2021-12-10
2,주문진건어물시장,소라네건어물,07:30-22:00,건어물,강원도 강릉시 주문진읍 해안로 1707,강원도 강릉시 주문진읍 교항리 167-34,033-662-6291,37.88731299999991,128.828653,2021-12-10
3,주문진건어물시장,해진건어물,08:00-21:00,수산물,강원도 강릉시 주문진읍 해안로 1709,강원도 강릉시 주문진읍 교항리 167-26,033-662-2246,37.887672,128.828572,2021-12-10
4,주문진건어물시장,수진네건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1713,강원도 강릉시 주문진읍 교항리 167-1,033-662-9953,37.888114,128.828417999999,2021-12-10
5,주문진건어물시장,김가네건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1717-1,강원도 강릉시 주문진읍 교항리 167-18,033-662-0944,37.888443,128.828295999999,2021-12-10
6,주문진건어물시장,부천건어물,07:30-20:00,수산물,강원도 강릉시 주문진읍 해안로 1719,강원도 강릉시 주문진읍 교항리 167-12,033-662-1110,37.888534999999905,128.828277,2021-12-10
7,주문진건어물시장,실비생선구이1호점,07:00-22:00,식당/음식,강원도 강릉시 주문진읍 해안로 1719-1,강원도 강릉시 주문진읍 교항리 167-12,033-661-4952,37.888668,128.828214,2021-12-10
8,주문진건어물시장,구이본부25시,05:00-23:00,식당/음식,강원도 강릉시 주문진읍 해안로 1723,강원도 강릉시 주문진읍 교항리 167-1,033-662-8044,37.888734999999905,128.828226999999,2021-12-10
9,주문진건어물시장,실비구이2호점,06:00-22:00,식당/음식,강원도 강릉시 주문진읍 해안로 1723,강원도 강릉시 주문진읍 교항리 167-1,033-662-4952,37.888817,128.828222,2021-12-10
10,주문진건어물시장,건모네건어물,10:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1723,강원도 강릉시 주문진읍 교항리 167-1,033-662-8510,37.888921,128.828212,2021-12-10
11,주문진건어물시장,청주진천건어물,07:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1727,강원도 강릉시 주문진읍 교항리 167-7,033-661-5062,37.889111999999905,128.828176,2021-12-10
12,주문진건어물시장,박가네건어물,07:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1727-2,강원도 강릉시 주문진읍 교항리 184-89,033-662-9955,37.889305999999905,128.828165,2021-12-10
13,주문진건어물시장,최대게,11:00-22:00,식당/음식,강원도 강릉시 주문진읍 해안로 1729,강원도 강릉시 주문진읍 교항리 172-31,033-661-5579,37.889460999999905,128.828101,2021-12-10
14,주문진건어물시장,최대게,11:00-22:00,식당/음식,강원도 강릉시 주문진읍 해안로 1729,강원도 강릉시 주문진읍 교항리 172-31,033-661-5579,37.889369,128.828151999999,2021-12-10
15,주문진건어물시장,제일건어물,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1731,강원도 강릉시 주문진읍 교항리 184-87,033-662-4542,37.889601999999904,128.828132,2021-12-10
16,주문진건어물시장,충남논산보령건어물,08:00-21:00,수산물,강원도 강릉시 주문진읍 해안로 1733-1,강원도 강릉시 주문진읍 교항리 184-97,033-661-3311,37.889730999999905,128.82817,2021-12-10
17,주문진건어물시장,신희유통건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1733-2,강원도 강릉시 주문진읍 교항리 184-110,033-662-2362,37.88983,128.828136,2021-12-10
18,주문진건어물시장,명진건어물,09:00-19:00,수산물,강원도 강릉시 주문진읍 해안로 1735,강원도 강릉시 주문진읍 교항리 184-99,033-662-4736,37.890143,128.828158999999,2021-12-10
19,주문진건어물시장,대게좋은날,10:00-21:00,식당/음식,강원도 강릉시 주문진읍 해안로 1737,강원도 강릉시 주문진읍 교항리 184-86,033-661-2999,37.890206999999904,128.828162999999,2021-12-10
20,주문진건어물시장,청정대게,09:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1739,강원도 강릉시 주문진읍 교항리 184-85,033-662-5449,37.890276999999905,128.828143,2021-12-10
21,주문진건어물시장,서울경기건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1739-2,강원도 강릉시 주문진읍 교항리 184-85,033-662-6113,37.890335999999905,128.828127999999,2021-12-10
22,주문진건어물시장,백년대게횟집,10:00-21:00,식당/음식,강원도 강릉시 주문진읍 해안로 1726,강원도 강릉시 주문진읍 교항리 184-123,033-661-8449,37.889079,128.828478999999,2021-12-10
23,주문진건어물시장,똘똘이건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 작은다리길 35,강원도 강릉시 주문진읍 교항리 184-116,033-662-2024,37.890497,128.828192999999,2021-12-10
24,주문진건어물시장,팔도건어물,08:00-19:00,수산물,강원도 강릉시 주문진읍 해안로 1741,강원도 강릉시 주문진읍 교항리 184-114,033-661-0918,37.890563,128.828204999999,2021-12-10
25,주문진건어물시장,명품건어물,09:00-18:00,수산물,강원도 강릉시 주문진읍 해안로 1741-1,강원도 강릉시 주문진읍 교항리 184-71,033-661-0500,37.890622999999906,128.828218999999,2021-12-10
26,주문진건어물시장,청주괴산대구건어물,08:00-21:00,수산물,강원도 강릉시 주문진읍 해안로 1743,강원도 강릉시 주문진읍 교항리 184-80,033-661-4986,37.890661,128.828230999999,2021-12-10
27,주문진건어물시장,현수네건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1743-1,강원도 강릉시 주문진읍 주문리 312-615,033-662-0324,37.890715,128.828253999999,2021-12-10
28,주문진건어물시장,털보네,07:30-20:00,수산물,강원도 강릉시 주문진읍 해안로 1743-2,강원도 강릉시 주문진읍 주문리 312-383,033-661-1531,37.890757,128.828257,2021-12-10
29,주문진건어물시장,가나안건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1745,강원도 강릉시 주문진읍 주문리 312-614,033-661-1723,37.890807,128.828278,2021-12-10
30,주문진건어물시장,충남공주건어물,07:30-19:00,수산물,강원도 강릉시 주문진읍 해안로 1745-1,강원도 강릉시 주문진읍 주문리 312-611,033-661-0955,37.890925,128.828298999999,2021-12-10
31,주문진건어물시장,해주상회,08:00-21:00,수산물,강원도 강릉시 주문진읍 해안로 1745-2,강원도 강릉시 주문진읍 주문리 312-561,033-662-3362,37.89097999999991,128.828327999999,2021-12-10
32,주문진건어물시장,청정건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1747,강원도 강릉시 주문진읍 주문리 312-561,033-662-5915,37.891046,128.828340999999,2021-12-10
33,주문진건어물시장,상호네횟집,08:00-22:00,식당/음식,강원도 강릉시 주문진읍 해안로 1747-1,강원도 강릉시 주문진읍 주문리 312-608,033-662-6393,37.891109,128.828356,2021-12-10
34,주문진건어물시장,경기건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1747-2,강원도 강릉시 주문진읍 주문리 312-606,033-661-4552,37.891187,128.828375999999,2021-12-10
35,주문진건어물시장,경기도용인상회,08:00-22:00,건어물,강원도 강릉시 주문진읍 해안로 1749,강원도 강릉시 주문진읍 주문리 312-605,033-662-4757,37.89124999999991,128.82839,2021-12-10
36,주문진건어물시장,충남서산건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1749-1,강원도 강릉시 주문진읍 주문리 312-604,033-662-2772,37.891314,128.828401,2021-12-10
37,주문진건어물시장,경기도사랑2호건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1751,강원도 강릉시 주문진읍 주문리 312-602,033-662-2290,37.891388999999904,128.828415,2021-12-10
38,주문진건어물시장,전라광주상회,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1751-1,강원도 강릉시 주문진읍 주문리 312-601,033-662-7978,37.891475,128.828432999999,2021-12-10
39,주문진건어물시장,충북충주제천상회,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1753,강원도 강릉시 주문진읍 주문리 312-601,033-662-7788,37.891531999999906,128.828447,2021-12-10
40,주문진건어물시장,풍년건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1753,강원도 강릉시 주문진읍 주문리 312-598,033-662-2481,37.891578,128.828455999999,2021-12-10
41,주문진건어물시장,돌고래건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1753-3,강원도 강릉시 주문진읍 주문리 312-364,033-661-9966,37.891657,128.82847,2021-12-10
42,주문진건어물시장,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1755,강원도 강릉시 주문진읍 주문리 312-561,,37.891781,128.828539,2021-12-10
43,주문진건어물시장,내고향건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1757-4,강원도 강릉시 주문진읍 주문리 312-140,033-661-2273,37.89191699999991,128.828599999999,2021-12-10
44,주문진건어물시장,아성건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1757,강원도 강릉시 주문진읍 주문리 312-140,033-661-6440,37.89197899999991,128.828600999999,2021-12-10
45,주문진건어물시장,미포편의점,08:00-22:00,마트/식품,강원도 강릉시 주문진읍 해안로 1759-1,강원도 강릉시 주문진읍 주문리 312-514,033-662-3534,37.892271999999906,128.828643,2021-12-10
46,주문진건어물시장,미포건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1761,강원도 강릉시 주문진읍 주문리 312-196,033-662-2328,37.892347999999906,128.828665,2021-12-10
47,주문진건어물시장,수미네건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1763,강원도 강릉시 주문진읍 주문리 312-350,033-661-1897,37.892431,128.828634999999,2021-12-10
48,주문진건어물시장,소돌건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 해안로 1765,강원도 강릉시 주문진읍 주문리 312-350,033-662-7781,37.892488,128.828635999999,2021-12-10
49,주문진건어물시장,맛있는대게,10:00-00:00,식당/음식,강원도 강릉시 주문진읍 항구로 66,강원도 강릉시 주문진읍 주문리 312-379,033-662-2626,37.892558,128.828616,2021-12-10
50,주문진건어물시장,항구건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 항구로 64,강원도 강릉시 주문진읍 주문리 312-134,033-661-1002,37.892589,128.828438,2021-12-10
51,주문진건어물시장,원건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 항구로 62,강원도 강릉시 주문진읍 주문리 312-59,033-661-0054,37.892688999999905,128.828272999999,2021-12-10
52,주문진건어물시장,인천계산동건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 항구로 62,강원도 강릉시 주문진읍 주문리 312-59,033-662-6033,37.892712,128.828192,2021-12-10
53,주문진건어물시장,서울경기슛골인건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 항구로 62,강원도 강릉시 주문진읍 주문리 312-59,033-661-3818,37.89273599999991,128.828129999999,2021-12-10
54,주문진건어물시장,광명건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 항구로 60,강원도 강릉시 주문진읍 주문리 312-56,033-662-7885,37.892829999999904,128.827985,2021-12-10
55,주문진건어물시장,미래건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 시장길 58,강원도 강릉시 주문진읍 주문리 312-56,033-662-6820,37.892854,128.827985,2021-12-10
56,주문진건어물시장,어판장건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 항구로 63,강원도 강릉시 주문진읍 주문리 312-129,033-661-7090,37.89294699999991,128.828317999999,2021-12-10
57,주문진건어물시장,어복건어물,08:00-22:00,수산물,강원도 강릉시 주문진읍 시장길 58,강원도 강릉시 주문진읍 주문리 312-56,033-662-2229,37.892747,128.828816999999,2021-12-10
58,주문진건어물시장,우리건어물,09:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-662-2326,37.891291,128.828694,2021-12-10
59,주문진건어물시장,다담건어물,09:00-18:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-662-4836,37.891385,128.828773,2021-12-10
60,주문진건어물시장,라떼라떼,08:30-19:00,식당/음식,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-4836,37.891444999999905,128.828788,2021-12-10
61,주문진건어물시장,내고향튀김,08:30-20:00,식당/음식,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-0682,37.891503999999905,128.828771999999,2021-12-10
62,주문진건어물시장,새암건어물,07:00-19:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-8945,37.891562999999906,128.828788,2021-12-10
63,주문진건어물시장,전주건어물,06:00-19:30,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-6336,37.891674,128.828812999999,2021-12-10
64,주문진건어물시장,부자건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-662-1704,37.89173,128.828827999999,2021-12-10
65,주문진건어물시장,만복건어물,08:30-21:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-2007,37.891786,128.828846999999,2021-12-10
66,주문진건어물시장,다오건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-1401,37.891821,128.829045,2021-12-10
67,주문진건어물시장,만나건어물,08:00-21:00,수산물,강원도 강릉시 주문진읍 해안로 1754,강원도 강릉시 주문진읍 주문리 312-458,033-661-0111,37.891809,128.829142999999,2021-12-10
68,주문진건어물시장,무심천건어물,08:00-20:00,건어물,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-661-4774,37.891976999999905,128.828976,2021-12-10
69,주문진건어물시장,경기도이천건어물,07:00-19:00,수산물,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-662-7400,37.89197,128.828874,2021-12-10
70,주문진건어물시장,원일유통,08:00-18:00,수산물,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-662-8787,37.892035,128.828932,2021-12-10
71,주문진건어물시장,북청해장국(북청집),08:00-21:00,식당/음식,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-662-2359,37.892097999999905,128.828934,2021-12-10
72,주문진건어물시장,여주해장국(양푼이동태탕),08:00-21:00,식당/음식,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-662-9285,37.892156,128.828944,2021-12-10
73,주문진건어물시장,경기도사랑1호건어물,08:00-21:00,수산물,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-662-2292,37.892254999999906,128.828953,2021-12-10
74,주문진건어물시장,여주건어물,08:00-20:00,수산물,강원도 강릉시 주문진읍 해안로 1760,강원도 강릉시 주문진읍 주문리 312-457,033-661-2976,37.89231399999991,128.828960999999,2021-12-10
75,주문진 회센터,팔팔횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-1922,37.892077,128.828496,2021-12-10
76,주문진 회센터,신선횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-1922,37.892074,128.828377999999,2021-12-10
77,주문진 회센터,해진횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-4708,37.89207199999991,128.828269,2021-12-10
78,주문진 회센터,다경횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-2011,37.89206899999991,128.828179,2021-12-10
79,주문진 회센터,조은횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-4578,37.892066999999905,128.828084999999,2021-12-10
80,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892088,128.828001999999,2021-12-10
81,주문진 회센터,하나횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-5870,37.89223499999991,128.828439,2021-12-10
82,주문진 회센터,사랑횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-8665,37.892232999999905,128.828339,2021-12-10
83,주문진 회센터,서울횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-5756,37.892232,128.828237,2021-12-10
84,주문진 회센터,수원횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-8393,37.892231,128.828137999999,2021-12-10
85,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892229,128.828031,2021-12-10
86,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892223999999906,128.827897,2021-12-10
87,주문진 회센터,솔이네횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-4300,37.892133,128.828583,2021-12-10
88,주문진 회센터,팔팔1호횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-1922,37.89213099999991,128.828494,2021-12-10
89,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892128999999905,128.828402,2021-12-10
90,주문진 회센터,영광횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-8408,37.892127,128.828312,2021-12-10
91,주문진 회센터,벌뗴횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-3552,37.892125,128.828229999999,2021-12-10
92,주문진 회센터,수향1호횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892122999999906,128.828152999999,2021-12-10
93,주문진 회센터,예슬이네횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-0267,37.892121,128.828068999999,2021-12-10
94,주문진 회센터,썬빈횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892186,128.828586999999,2021-12-10
95,주문진 회센터,해광횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-2070,37.892181,128.828398999999,2021-12-10
96,주문진 회센터,천하,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-1765,37.892178999999906,128.828307999999,2021-12-10
97,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892172,128.827994999999,2021-12-10
98,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892178,128.828226999999,2021-12-10
99,주문진 회센터,인천횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-662-8868,37.89217599999991,128.828149999999,2021-12-10
100,주문진 회센터,수향2호횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892173999999905,128.828066,2021-12-10
101,주문진 회센터,황금횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-2070,37.892183,128.828491,2021-12-10
102,주문진 회센터,황금횟집,08:30-22:00,수산물,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,033-661-2070,37.892153999999906,128.827836999999,2021-12-10
103,주문진 회센터,빈점포,,기타,강원도 강릉시 주문진읍 해안로 1759,강원도 강릉시 주문진읍 주문리 312-86,,37.892158,128.827943,2021-12-10
